country_mapped,region,year,rank,score,gdp_pc,family,health,freedom,trust,generosity,dystopia
Moldova,Central and Eastern Europe,2019,71,5.529,0.685,1.328,0.739,0.245,0.0,0.181,
Mongolia,Eastern Asia,2015,100,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,1.34759
Mongolia,Eastern Asia,2016,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586
Mongolia,Eastern Asia,2017,100,4.95499992370605,1.02723586559296,1.4930112361908,0.557783484458923,0.394143968820572,0.0329022891819477,0.338464230298996,1.11129236221313
Mongolia,Eastern Asia,2018,94,5.125,0.914,1.517,0.575,0.395,0.032,0.253,
Mongolia,Eastern Asia,2019,83,5.285,0.948,1.531,0.667,0.317,0.038,0.235,
Montenegro,Central and Eastern Europe,2015,82,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2.10017
Montenegro,Central and Eastern Europe,2016,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531
Montenegro,Central and Eastern Europe,2017,83,5.23699998855591,1.12112903594971,1.23837649822235,0.667464673519135,0.194989055395126,0.0881741940975189,0.197911024093628,1.72919154167175
Montenegro,Central and Eastern Europe,2018,81,5.347,1.017,1.279,0.729,0.259,0.081,0.111,
Montenegro,Central and Eastern Europe,2019,73,5.523,1.051,1.361,0.871,0.197,0.08,0.142,
Morocco,Middle East and Northern Africa,2015,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2.45373
Morocco,Middle East and Northern Africa,2016,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891
Morocco,Middle East and Northern Africa,2017,84,5.2350001335144,0.878114581108093,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2.45618939399719
Morocco,Middle East and Northern Africa,2018,85,5.254,0.779,0.797,0.669,0.46,0.074,0.026,
Morocco,Middle East and Northern Africa,2019,89,5.208,0.801,0.782,0.782,0.418,0.076,0.036,
Mozambique,Sub-Saharan Africa,2015,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137
Mozambique,Sub-Saharan Africa,2017,113,4.55000019073486,0.234305649995804,0.870701014995575,0.106654435396194,0.480791091918945,0.179436385631561,0.322228103876114,2.35565090179443
Mozambique,Sub-Saharan Africa,2018,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,
Mozambique,Sub-Saharan Africa,2019,123,4.466,0.204,0.986,0.39,0.494,0.138,0.197,
Myanmar,Southeastern Asia,2015,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,1.41805
Myanmar,Southeastern Asia,2016,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655
Myanmar,Southeastern Asia,2017,114,4.54500007629395,0.367110550403595,1.12323594093323,0.397522568702698,0.514492034912109,0.188816204667091,0.838075160980225,1.11529040336609
Myanmar,Southeastern Asia,2018,130,4.308,0.682,1.174,0.429,0.58,0.178,0.598,
Myanmar,Southeastern Asia,2019,131,4.36,0.71,1.181,0.555,0.525,0.172,0.566,
Namibia,Sub-Saharan Africa,2016,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198
Namibia,Sub-Saharan Africa,2017,111,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0931469723582268,0.0771337449550629,1.4818902015686
Namibia,Sub-Saharan Africa,2018,119,4.441,0.874,1.281,0.365,0.519,0.064,0.051,
Namibia,Sub-Saharan Africa,2019,113,4.639,0.879,1.313,0.477,0.401,0.056,0.07,
Nepal,Southern Asia,2015,121,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,1.95637
Nepal,Southern Asia,2016,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694
Nepal,Southern Asia,2017,99,4.96199989318848,0.479820191860199,1.17928326129913,0.504130780696869,0.440305948257446,0.0729755461215973,0.394096165895462,1.8912410736084
Nepal,Southern Asia,2018,101,4.88,0.425,1.228,0.539,0.526,0.078,0.302,
Nepal,Southern Asia,2019,100,4.913,0.446,1.226,0.677,0.439,0.089,0.285,
Netherlands,Western Europe,2015,7,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2.4657
Netherlands,Western Europe,2016,7,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749
Netherlands,Western Europe,2017,6,7.3769998550415,1.50394463539124,1.42893922328949,0.810696125030518,0.585384488105774,0.282661825418472,0.470489829778671,2.29480409622192
Netherlands,Western Europe,2018,6,7.441,1.361,1.488,0.878,0.638,0.295,0.333,
Netherlands,Western Europe,2019,5,7.488,1.396,1.522,0.999,0.557,0.298,0.322,
New Zealand,Australia and New Zealand,2015,9,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2.26425
New Zealand,Australia and New Zealand,2016,8,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553
New Zealand,Australia and New Zealand,2017,8,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.614062130451202,0.382816702127457,0.500005125999451,2.0464563369751
New Zealand,Australia and New Zealand,2018,8,7.324,1.268,1.601,0.876,0.669,0.389,0.365,
New Zealand,Australia and New Zealand,2019,8,7.307,1.303,1.557,1.026,0.585,0.38,0.33,
Nicaragua,Latin America and Caribbean,2015,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407
Nicaragua,Latin America and Caribbean,2016,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2.82428
Nicaragua,Latin America and Caribbean,2017,43,6.07100009918213,0.737299203872681,1.28721570968628,0.653095960617065,0.447551846504211,0.130687981843948,0.301674216985703,2.51393055915833
Nicaragua,Latin America and Caribbean,2018,41,6.141,0.668,1.319,0.7,0.527,0.128,0.208,
Nicaragua,Latin America and Caribbean,2019,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2,
Niger,Sub-Saharan Africa,2015,144,3.845,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877
Niger,Sub-Saharan Africa,2016,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469
Niger,Sub-Saharan Africa,2017,135,4.02799987792969,0.161925330758095,0.993025004863739,0.26850500702858,0.36365869641304,0.138572946190834,0.228673845529556,1.87398338317871
Niger,Sub-Saharan Africa,2018,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175,
Niger,Sub-Saharan Africa,2019,114,4.628,0.138,0.774,0.366,0.318,0.102,0.188,
Nigeria,Sub-Saharan Africa,2015,78,5.268,0.65435,0.90432,0.16007,0.34334,0.0403,0.27233,2.89319
Nigeria,Sub-Saharan Africa,2016,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586
Nigeria,Sub-Saharan Africa,2017,95,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.230947196483612,2.36539053916931
Nigeria,Sub-Saharan Africa,2018,91,5.155,0.689,1.172,0.048,0.462,0.032,0.201,
Nigeria,Sub-Saharan Africa,2019,85,5.265,0.696,1.111,0.245,0.426,0.041,0.215,
North Cyprus,Western Europe,2015,66,5.695,1.20806,1.07008,0.92356,0.49027,0.1428,0.26169,1.59888
North Cyprus,Western Europe,2016,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,1.93447
North Cyprus,Western Europe,2017,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.471203625202179,0.155353352427483,0.266845703125,1.54915761947632
Macedonia,Central and Eastern Europe,2019,84,5.274,0.983,1.294,0.838,0.345,0.034,0.185,
North Cyprus,Western Europe,2018,58,5.835,1.229,1.211,0.909,0.495,0.154,0.179,
North Cyprus,Western Europe,2019,64,5.718,1.263,1.252,1.042,0.417,0.162,0.191,
Norway,Western Europe,2015,4,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.46531
Norway,Western Europe,2016,4,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465
Norway,Western Europe,2017,1,7.53700017929077,1.61646318435669,1.53352355957031,0.796666502952576,0.635422587394714,0.315963834524155,0.36201223731041,2.27702665328979
Norway,Western Europe,2018,2,7.594,1.456,1.582,0.861,0.686,0.34,0.286,
Norway,Western Europe,2019,3,7.554,1.488,1.582,1.028,0.603,0.341,0.271,
Oman,Middle East and Northern Africa,2015,22,6.853,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542,2.47489
Pakistan,Southern Asia,2015,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671,3.10709
Pakistan,Southern Asia,2016,92,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286
Pakistan,Southern Asia,2017,80,5.26900005340576,0.72688353061676,0.672690689563751,0.402047783136368,0.23521526157856,0.124348066747189,0.315446019172668,2.79248929023743
Pakistan,Southern Asia,2018,75,5.472,0.652,0.81,0.424,0.334,0.113,0.216,
Pakistan,Southern Asia,2019,67,5.653,0.677,0.886,0.535,0.313,0.098,0.22,
Palestinian Territories,Middle East and Northern Africa,2015,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.04384
Palestinian Territories,Middle East and Northern Africa,2016,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364
Palestinian Territories,Middle East and Northern Africa,2017,103,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,1.8788902759552
Palestinian Territories,Middle East and Northern Africa,2018,104,4.743,0.642,1.217,0.602,0.266,0.076,0.086,
Palestinian Territories,Middle East and Northern Africa,2019,110,4.696,0.657,1.247,0.672,0.225,0.066,0.103,
Panama,Latin America and Caribbean,2015,25,6.786,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.84848
Panama,Latin America and Caribbean,2016,25,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.2418,3.00559
Panama,Latin America and Caribbean,2017,30,6.4520001411438,1.23374843597412,1.37319254875183,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427,2.30719995498657
Panama,Latin America and Caribbean,2018,27,6.43,1.112,1.438,0.759,0.597,0.063,0.125,
Panama,Latin America and Caribbean,2019,31,6.321,1.149,1.442,0.91,0.516,0.054,0.109,
Paraguay,Latin America and Caribbean,2015,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896
Paraguay,Latin America and Caribbean,2016,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,2.16091
Paraguay,Latin America and Caribbean,2017,70,5.49300003051758,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,1.6853334903717
Paraguay,Latin America and Caribbean,2018,64,5.681,0.835,1.522,0.615,0.541,0.074,0.162,
Paraguay,Latin America and Caribbean,2019,63,5.743,0.855,1.475,0.777,0.514,0.08,0.184,
Peru,Latin America and Caribbean,2015,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945
Peru,Latin America and Caribbean,2016,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,2.73117
Peru,Latin America and Caribbean,2017,63,5.71500015258789,1.03522527217865,1.21877038478851,0.630166113376617,0.450002878904343,0.0470490865409374,0.126819714903831,2.20726943016052
Peru,Latin America and Caribbean,2018,65,5.663,0.934,1.249,0.674,0.53,0.034,0.092,
Peru,Latin America and Caribbean,2019,65,5.697,0.96,1.274,0.854,0.455,0.027,0.083,
Philippines,Southeastern Asia,2015,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7536
Philippines,Southeastern Asia,2016,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484
Philippines,Southeastern Asia,2017,72,5.42999982833862,0.85769921541214,1.25391757488251,0.468009054660797,0.585214674472809,0.0993318930268288,0.193513423204422,1.97260475158691
Philippines,Southeastern Asia,2018,71,5.524,0.775,1.312,0.513,0.643,0.105,0.12,
Philippines,Southeastern Asia,2019,69,5.631,0.807,1.293,0.657,0.558,0.107,0.117,
Poland,Central and Eastern Europe,2015,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565
Poland,Central and Eastern Europe,2016,57,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035
Poland,Central and Eastern Europe,2017,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,1.79772281646729
Poland,Central and Eastern Europe,2018,42,6.123,1.176,1.448,0.781,0.546,0.064,0.108,
Poland,Central and Eastern Europe,2019,40,6.182,1.206,1.438,0.884,0.483,0.05,0.117,
Portugal,Western Europe,2015,88,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719,1.26462
Portugal,Western Europe,2016,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015
Portugal,Western Europe,2017,89,5.19500017166138,1.3151752948761,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,1.10768270492554
Portugal,Western Europe,2018,77,5.41,1.188,1.429,0.884,0.562,0.017,0.055,
Portugal,Western Europe,2019,66,5.693,1.221,1.431,0.999,0.508,0.025,0.047,
Puerto Rico,Latin America and Caribbean,2016,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202,3.0076
Qatar,Middle East and Northern Africa,2015,28,6.611,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.55674
Qatar,Middle East and Northern Africa,2016,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388,1.58224
Qatar,Middle East and Northern Africa,2017,35,6.375,1.87076568603516,1.27429687976837,0.710098087787628,0.604130983352661,0.439299255609512,0.330473870038986,1.1454644203186
Qatar,Middle East and Northern Africa,2018,32,6.374,1.649,1.303,0.748,0.654,0.171,0.256,
Qatar,Middle East and Northern Africa,2019,29,6.374,1.684,1.313,0.871,0.555,0.167,0.22,
Romania,Central and Eastern Europe,2015,86,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,1.93129
Romania,Central and Eastern Europe,2016,71,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184
Romania,Central and Eastern Europe,2017,57,5.82499980926514,1.21768391132355,1.15009129047394,0.685158312320709,0.457003742456436,0.00438790069893,0.133519917726517,2.17683148384094
Romania,Central and Eastern Europe,2018,52,5.945,1.116,1.219,0.726,0.528,0.001,0.088,
Romania,Central and Eastern Europe,2019,48,6.07,1.162,1.232,0.825,0.462,0.005,0.083,
Russia,Central and Eastern Europe,2015,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,2.27394
Russia,Central and Eastern Europe,2016,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115
Russia,Central and Eastern Europe,2017,49,5.96299982070923,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2.20560741424561
Russia,Central and Eastern Europe,2018,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065,
Russia,Central and Eastern Europe,2019,68,5.648,1.183,1.452,0.726,0.334,0.031,0.082,
Rwanda,Sub-Saharan Africa,2015,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,0.67042
Rwanda,Sub-Saharan Africa,2016,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819
Rwanda,Sub-Saharan Africa,2017,151,3.47099995613098,0.368745893239975,0.945707023143768,0.326424807310104,0.581843852996826,0.455220013856888,0.252756029367447,0.540061235427856
Rwanda,Sub-Saharan Africa,2018,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2,
Rwanda,Sub-Saharan Africa,2019,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217,
Saudi Arabia,Middle East and Northern Africa,2015,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,2.43872
Saudi Arabia,Middle East and Northern Africa,2016,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482
Saudi Arabia,Middle East and Northern Africa,2017,37,6.3439998626709,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126,0.147616013884544,2.0654296875
Saudi Arabia,Middle East and Northern Africa,2018,33,6.371,1.379,1.331,0.633,0.509,0.127,0.098,
Saudi Arabia,Middle East and Northern Africa,2019,28,6.375,1.403,1.357,0.795,0.439,0.132,0.08,
Senegal,Sub-Saharan Africa,2015,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,1.44395
Senegal,Sub-Saharan Africa,2016,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861
Senegal,Sub-Saharan Africa,2017,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.377922266721725,0.115460447967052,0.183468893170357,1.78964614868164
Senegal,Sub-Saharan Africa,2018,109,4.631,0.429,1.117,0.433,0.406,0.082,0.138,
Senegal,Sub-Saharan Africa,2019,111,4.681,0.45,1.134,0.571,0.292,0.072,0.153,
Serbia,Central and Eastern Europe,2015,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,2.025
Serbia,Central and Eastern Europe,2016,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539
Serbia,Central and Eastern Europe,2017,73,5.39499998092651,1.06931757926941,1.25818979740143,0.65078467130661,0.208715528249741,0.0409037806093693,0.220125883817673,1.94708442687988
Serbia,Central and Eastern Europe,2018,78,5.398,0.975,1.369,0.685,0.288,0.043,0.134,
Serbia,Central and Eastern Europe,2019,70,5.603,1.004,1.383,0.854,0.282,0.039,0.137,
Sierra Leone,Sub-Saharan Africa,2015,123,4.507,0.33024,0.95571,0.0,0.4084,0.08786,0.21488,2.51009
Sierra Leone,Sub-Saharan Africa,2016,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402
Sierra Leone,Sub-Saharan Africa,2017,106,4.70900011062622,0.36842092871666,0.984136044979095,0.0055647538974881,0.318697690963745,0.0710951760411263,0.293040901422501,2.66845989227295
Sierra Leone,Sub-Saharan Africa,2018,113,4.571,0.256,0.813,0.0,0.355,0.053,0.238,
Sierra Leone,Sub-Saharan Africa,2019,129,4.374,0.268,0.841,0.242,0.309,0.045,0.252,
Singapore,Southeastern Asia,2015,24,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,1.88501
Singapore,Southeastern Asia,2016,22,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375
Singapore,Southeastern Asia,2017,26,6.57200002670288,1.69227766990662,1.35381436347961,0.949492394924164,0.549840569496155,0.46430778503418,0.345965981483459,1.21636199951172
Singapore,Southeastern Asia,2018,34,6.343,1.529,1.451,1.008,0.631,0.457,0.261,
Singapore,Southeastern Asia,2019,34,6.262,1.572,1.463,1.141,0.556,0.453,0.271,
Slovakia,Central and Eastern Europe,2015,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639
Slovakia,Central and Eastern Europe,2016,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065
Slovakia,Central and Eastern Europe,2017,40,6.09800004959106,1.32539355754852,1.50505924224854,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2.09777665138245
Slovakia,Central and Eastern Europe,2018,39,6.173,1.21,1.537,0.776,0.354,0.014,0.118,
Slovakia,Central and Eastern Europe,2019,38,6.198,1.246,1.504,0.881,0.334,0.014,0.121,
Slovenia,Central and Eastern Europe,2015,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583
Slovenia,Central and Eastern Europe,2016,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522
Slovenia,Central and Eastern Europe,2017,62,5.75799989700317,1.3412059545517,1.45251882076263,0.790828227996826,0.572575807571411,0.0451289787888527,0.242649093270302,1.31331729888916
Slovenia,Central and Eastern Europe,2018,51,5.948,1.219,1.506,0.856,0.633,0.051,0.16,
Slovenia,Central and Eastern Europe,2019,44,6.118,1.258,1.523,0.953,0.564,0.057,0.144,
Somalia,Sub-Saharan Africa,2016,76,5.44,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772
Somalia,Sub-Saharan Africa,2017,93,5.15100002288818,0.0226431842893362,0.721151351928711,0.113989137113094,0.602126955986023,0.282410323619843,0.291631311178207,3.11748456954956
Somalia,Sub-Saharan Africa,2018,98,4.982,0.0,0.712,0.115,0.674,0.282,0.238,
Somalia,Sub-Saharan Africa,2019,112,4.668,0.0,0.698,0.268,0.559,0.27,0.243,
Somaliland Region,Sub-Saharan Africa,2016,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801
Somaliland Region,Sub-Saharan Africa,2015,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,2.11032
South Africa,Sub-Saharan Africa,2015,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,1.71956
South Africa,Sub-Saharan Africa,2016,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227
South Africa,Sub-Saharan Africa,2017,101,4.8289999961853,1.05469870567322,1.38478863239288,0.187080070376396,0.479246735572815,0.0725094974040985,0.139362379908562,1.51090860366821
South Africa,Sub-Saharan Africa,2018,105,4.724,0.94,1.41,0.33,0.516,0.056,0.103,
South Africa,Sub-Saharan Africa,2019,106,4.722,0.96,1.351,0.469,0.389,0.055,0.13,
South Korea,Eastern Asia,2015,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978
South Korea,Eastern Asia,2016,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015
South Korea,Eastern Asia,2017,55,5.83799982070923,1.40167844295502,1.12827444076538,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,1.88037800788879
South Korea,Eastern Asia,2018,57,5.875,1.266,1.204,0.955,0.244,0.051,0.175,
South Korea,Eastern Asia,2019,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175,
South Sudan,Sub-Saharan Africa,2016,143,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929
South Sudan,Sub-Saharan Africa,2017,147,3.59100008010864,0.39724862575531,0.601323127746582,0.163486003875732,0.147062435746193,0.116793513298035,0.285670816898346,1.87956738471985
South Sudan,Sub-Saharan Africa,2018,154,3.254,0.337,0.608,0.177,0.112,0.106,0.224,
South Sudan,Sub-Saharan Africa,2019,156,2.853,0.306,0.575,0.295,0.01,0.091,0.202,
Spain,Western Europe,2015,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367
Spain,Western Europe,2016,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663
Spain,Western Europe,2017,34,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,1.92775774002075
Spain,Western Europe,2018,36,6.31,1.251,1.538,0.965,0.449,0.074,0.142,
Spain,Western Europe,2019,30,6.354,1.286,1.484,1.062,0.362,0.079,0.153,
Sri Lanka,Southern Asia,2015,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,0.67108
Sri Lanka,Southern Asia,2016,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681
Sri Lanka,Southern Asia,2017,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.490863561630249,0.419389247894287
Sri Lanka,Southern Asia,2018,116,4.471,0.918,1.314,0.672,0.585,0.05,0.307,
Sri Lanka,Southern Asia,2019,130,4.366,0.949,1.265,0.831,0.47,0.047,0.244,
Sudan,Sub-Saharan Africa,2015,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857
Sudan,Sub-Saharan Africa,2016,133,4.139,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,2.10995
Sudan,Sub-Saharan Africa,2017,130,4.13899993896484,0.65951669216156,1.21400856971741,0.290920823812485,0.0149958552792668,0.089847519993782,0.182317450642586,1.68706583976746
Sudan,Sub-Saharan Africa,2018,137,4.139,0.605,1.24,0.312,0.016,0.082,0.134,
Suriname,Latin America and Caribbean,2015,40,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094
Suriname,Latin America and Caribbean,2016,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,3.06852
Swaziland,Sub-Saharan Africa,2015,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676
Swaziland,Sub-Saharan Africa,2019,135,4.212,0.811,1.149,0.0,0.313,0.135,0.074,
Sweden,Western Europe,2015,8,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262,2.37119
Sweden,Western Europe,2016,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734
Sweden,Western Europe,2017,9,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.385399252176285,2.09753799438477
Sweden,Western Europe,2018,9,7.314,1.355,1.501,0.913,0.659,0.383,0.285,
Sweden,Western Europe,2019,7,7.343,1.387,1.487,1.009,0.574,0.373,0.267,
Switzerland,Western Europe,2015,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,2.51738
Switzerland,Western Europe,2016,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463
Switzerland,Western Europe,2017,4,7.49399995803833,1.56497955322266,1.51691174507141,0.858131289482117,0.620070576667786,0.367007285356522,0.290549278259277,2.2767162322998
Switzerland,Western Europe,2018,5,7.487,1.42,1.549,0.927,0.66,0.357,0.256,
Switzerland,Western Europe,2019,6,7.48,1.452,1.526,1.052,0.572,0.343,0.263,
Syria,Middle East and Northern Africa,2015,156,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,0.32858
Syria,Middle East and Northern Africa,2016,156,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789
Syria,Middle East and Northern Africa,2017,152,3.46199989318848,0.777153134346008,0.396102607250214,0.50053334236145,0.0815394446253777,0.151347130537033,0.493663728237152,1.06157350540161
Syria,Middle East and Northern Africa,2018,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376,
Syria,Middle East and Northern Africa,2019,149,3.462,0.619,0.378,0.44,0.013,0.141,0.331,
Taiwan,Eastern Asia,2015,38,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323
Taiwan,Eastern Asia,2016,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,2.61523
Taiwan,Eastern Asia,2018,26,6.441,1.365,1.436,0.857,0.418,0.078,0.151,
Taiwan,Eastern Asia,2019,25,6.446,1.368,1.43,0.914,0.351,0.097,0.242,
Taiwan,Eastern Asia,2017,33,6.42199993133545,1.43362653255463,1.38456535339355,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743,2.1266074180603
Tajikistan,Central and Eastern Europe,2015,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,2.11399
Tajikistan,Central and Eastern Europe,2016,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106
Tajikistan,Central and Eastern Europe,2017,96,5.04099988937378,0.524713635444641,1.27146327495575,0.529235124588013,0.471566706895828,0.146377146244049,0.248997643589973,1.84904932975769
Tajikistan,Central and Eastern Europe,2018,88,5.199,0.474,1.166,0.598,0.292,0.034,0.187,
Tajikistan,Central and Eastern Europe,2019,74,5.467,0.493,1.098,0.718,0.389,0.144,0.23,
